🤦🏻‍♀️,47
🙌,47
🍒,128
☻,27
👨🏿‍🤝‍👨🏻,3
👨🏿‍🤝‍👨🏼,3
👨🏿‍🤝‍👨🏽,3
👨🏿‍🤝‍👨🏾,3
🔑,24
🔨,237
👚,126
👖,148
📕,77
😹,76
🤕,68
💑,682
☕️,336
👨🏻‍💼,17
🎳,123
😐,217
🤗,350
🍾,142
🍸,148
⛪,86
🚼,45
♂,13
👨🏾‍🤝‍👨🏽,1
💁🏻,15
👨‍👩‍👦‍👦,109
♥️,407
🌯,92
✍🏻,32
👩🏼‍🏫,48
👩🏼‍💻,60
🏠,141
🏝,201
👿,213
🏐,131
💇🏼‍♀️,20
☔️,23
👩‍🎓,58
🎯,62
🖕🏻,199
☠️,264
🤘🏻,74
👪🏻,2
👪🏼,2
👪🏽,2
👪🏾,2
👨‍👦‍👦,31
🛋️,3
👩‍🌾,16
🎃,371
☃️,82
🏡,130
🛩,44
👕,161
🌹,246
🦉,99
😵,124
💑🏿,1
👭,185
🏃‍♀️,83
🎷,130
✏️,56
🧶,75
🤫,108
🤥,47
🤠,465
📞,50
💾,27
⚜️,27
🎇,8
🥚,28
👽,632
🏖️,20
🐷,160
🦊,196
🐵,136
🍱,174
💚,208
☮️,22
👬,137
🍫,358
📘,31
☣,15
👹,226
👺,128
👍,176
🛌,187
🗺,59
🎡,39
🔞,41
🤣,554
🎓,114
💪🏻,108
😌,133
🚷,9
👵,227
👦,241
🍦,172
💆🏻‍♂️,7
✂️,47
🐠,90
👩🏼‍⚕️,94
🙏🏻,75
👼🏼,17
👛,82
👩🏽‍🏫,13
🌿,123
🅱️,115
🐫,18
🧳,40
🧵,40
🧖‍♀️,30
⛟,4
🚜,124
🚛,93
🚙,150
🏙,17
🏚,16
🌃,51
⛼,3
😬,237
😿,35
🙇‍♀,1
👡,47
🤵🏼,25
🧰,65
👨🏼‍🎤,9
👘,29
💉,181
👨‍❤️‍👨,126
🤼,7
♦️,16
👑,637
🥶,160
👴🏻,110
🤷🏼‍♂️,26
🤦‍♂️,30
👩🏻‍🏫,90
🌟,57
💃🏽,50
🧔🏼,55
🦆,106
🥛,28
🐯,87
🗻,36
🏞,33
🏕,194
🤦🏼‍♂️,13
💇,34
🦀,63
🍪,311
🛠,264
🐦,72
👷🏻‍♂️,60
🚣🏻‍♂️,11
🐉,167
🦖,176
✏,15
🐔,108
🔩,49
🧭,5
📖,236
🚣,22
⛺,66
🍝,98
✈,83
🎀,238
📸,177
🗓,5
👱‍♀️,65
🎣,488
🐧,131
🤮,319
⚽,110
🥓,236
🙌🏼,15
🐑,26
💒,62
👩‍❤️‍👨,30
🏍️,39
👨‍👩‍👧‍👧,139
😴,606
🤡,447
💂‍♀,5
👯‍♀️,195
👼🏻,34
👩🏻‍🦰,62
🦚,14
🧚🏻‍♀️,67
👨‍👩‍👦,32
🐢,166
♈,35
🦷,112
🧟‍♂️,140
👨🏻‍⚕️,23
👨🏻‍🚒,29
🤼‍♀️,22
💧,54
👩🏼‍🔬,41
🐹,72
👩‍👦‍👦,47
👩🏻‍🎨,34
👸,212
💁🏼‍♀️,83
💃🏼,91
🎩,95
💌,25
🏦,23
🏤,5
⛰,56
〽,1
🔬,121
🕶,177
👓,254
👨🏻,205
👩‍🎤,41
🐐,81
😒,199
🎅🏼,17
👎🏼,10
😷,86
🥕,33
💵,391
😓,44
🇨🇳,17
👨🏻‍🦳,52
🏄,4
👩🏽,83
👩🏽‍💻,23
🦕,61
👨‍👧‍👧,38
🤵,87
🕹️,51
🏎️,32
🛳️,2
🙍‍♂️,16
🕵️‍♂️,9
🌪,58
🌧,30
🦎,85
🔪,329
🤴🏻,15
🕺,48
⭐️,113
🥇,104
😆,189
🙉,76
📲,74
📡,15
👱🏾‍♂️,10
😼,87
🥒,54
🐝,79
🐅,52
🐾,285
🧒,71
🥜,54
👷,45
😃,228
👊,20
😅,127
🤐,87
😯,33
📽️,7
🚵‍♀️,7
👅,622
🖖,20
🏂,122
♉,19
🦋,144
🎅🏻,75
👨🏼‍🚒,12
🏰,34
👳‍♀,2
👼,57
🏎,206
👱‍♂️,77
🐎,183
👩🏽‍🎓,7
💆🏽‍♀️,10
👤,21
🛤,6
🎑,6
🎅,123
🧜🏻‍♀️,100
🖍️,11
👣,138
👱🏼‍♂️,88
♈️,15
🐩,127
💓,103
🥾,160
🥁,158
🍗,193
💆‍♀,4
🌂,39
👮‍♀,1
🏇,43
🗽,72
📽,58
🦸‍♂️,7
🙎🏼‍♂️,36
🙃,216
🤨,133
🍲,71
🖱,36
🍿,103
🤳,128
🏋️‍♀️,47
🚁,24
😠,94
😢,146
😙,62
😗,67
🥺,58
🍁,123
👨🏼‍🍳,19
✍️,48
🌞,154
👩🏼‍🌾,15
👩🏼‍🍳,45
👩🏼‍🎨,13
👩‍👦,112
🥥,24
👸🏻,106
🤦🏽‍♀️,29
🙏🏽,11
🍭,226
⚔️,89
🚑,95
🛀,106
🎞️,16
🛡️,5
⛏️,3
🌭,93
🏋🏻‍♀️,34
🥽,40
✍🏼,10
👩🏼‍🎓,20
🧀,109
💜,391
🧘‍♂️,15
🌏,42
🖇,4
⛹️‍♀️,6
🤸‍♂️,16
🚵‍♂️,10
⛹️‍♂️,15
🦴,29
🇷🇺,17
🎎,28
🎏,7
🏮,12
☯️,25
🇩🇪,26
🤘,118
♏,22
🙁,20
⚢,3
🎠,31
🎟,86
♓️,11
🚹,37
😪,43
🛥️,2
♀️,26
👲,11
🤤,341
🐲,66
🍞,48
🍜,110
👦🏽,30
🧛🏻‍♂️,19
👍🏻,53
🥔,75
♋,34
⚓,28
🏋️,27
🖕🏼,62
🙋‍♂️,26
🏭,3
🏋‍♀,2
🤼‍♂️,49
👩🏼‍🦲,1
🧘🏻‍♂️,12
⛄️,68
🍵,51
🚕,21
🚎,6
🏋️‍♂️,61
👞,110
🗼,30
🕆,3
🗣️,28
🙅🏼‍♀️,5
🥡,54
🧑,64
⚰️,73
🌾,18
🐟,156
☘️,32
🎾,121
🔵,23
😟,27
😞,53
😳,152
👥,35
👵🏻,224
👧🏻,84
🦹🏻‍♀️,6
👦🏻,145
🎢,80
🎂,172
🥼,13
👩‍🔧,10
👩🏻‍🎤,27
⛓,42
🧻,28
🚲,116
💈,32
💇‍♀️,32
🐥,64
💪🏿,5
👨🏿,18
😾,27
🔳,2
🏆,88
🐭,74
🤷,55
⛄,34
⛹🏾‍♂️,2
📐,21
🥢,33
💁‍♀,1
🧘,8
♍,20
🍴,74
🐽,42
👁️‍🗨,1
🧟,20
🧑🏽,13
🚽,125
🏕️,28
🍌,172
☣️,16
🇹🇷,8
🇸🇬,1
🇸🇪,4
♠️,22
⬛,4
🔜,19
🔝,15
➗,8
💱,7
©️,3
🦁,124
🧤,46
🧣,69
👰🏻,22
☹️,43
👸🏼,77
🌺,83
🌌,91
🐞,44
🔭,80
🤷🏾‍♀️,15
🍽,134
🛳,66
🤷🏻‍♂️,53
🙋🏻‍♂️,13
💁🏻‍♂️,31
💪🏼,78
🤖,241
🖒,2
💊,222
🏺,23
🍍,71
👱🏻‍♂️,110
💼,105
👩🏻‍🦳,30
🙇‍♂️,3
🐪,16
🐣,51
🚴🏻‍♂️,29
🤢,212
🐛,30
🐊,59
🏌️‍♂️,54
🤷🏿‍♂️,2
🧚‍♂️,27
🍯,26
🛹,55
🖱️,18
👮🏻‍♂️,71
👩‍🔬,30
✨,195
🐜,37
🦂,25
🥍,25
👩🏻‍🔬,14
🐸,97
🙎🏻‍♂️,36
🏧,10
🖨,17
🛣,10
👩‍👧‍👧,66
🍥,18
🤦‍♀️,64
👮🏼‍♂️,25
🚓,56
💔,223
👈,28
👨‍🔧,64
🙌🏾,6
💷,17
👨🏻‍🎓,30
🤴,38
🐼,155
🤸,18
🎊,52
👰🏼,33
✝️,161
🍊,42
🍅,21
🍛,23
🤴🏾,13
🆘,10
💮,8
⛔,4
📛,1
🐰,128
🐮,106
😝,224
⌛,4
👨‍💼,46
👩‍❤️‍💋‍👩,129
👩🏽‍⚕️,10
🏌🏻‍♂️,22
😸,145
🏊‍♀️,21
😖,64
🚒,91
🛰️,2
🍄,165
5️⃣,6
🧽,22
❕,3
🔅,3
🔱,11
🖌,108
🧔🏾,24
✍,12
🌷,130
🇨🇦,37
☝️,11
🔌,41
⛰️,10
👨‍🎤,20
🚍,7
🐇,55
📒,21
🤦🏻‍♂️,20
🔒,13
❓,21
🌑,34
🧝‍♂️,19
🚴‍♂️,27
🔊,61
👦🏾,20
👨🏻‍🏫,25
💁‍♀️,62
🚣‍♀️,11
🍃,46
⚅,2
⚔,54
❄,50
👨🏽,40
🤹🏽‍♂️,1
🚉,4
⛴,13
🎚️,2
📯,7
🔉,10
👩🏻‍💻,75
👩‍🚀,6
🏫,25
🌳,132
🦅,117
🦒,69
♎️,15
🤶🏻,14
🦸🏻‍♂️,19
👨‍❤️‍💋‍👨,63
👨‍👨‍👦,18
🥝,25
🚶,21
🥘,68
🥗,77
🐆,30
🦓,29
🦑,42
🐚,41
👉🏼,20
🧒🏻,25
🚤,54
🤴🏽,8
👨🏻‍🚀,6
👨‍🚀,3
👨‍🦳,9
👮‍♂️,70
💪🏽,29
👨🏽‍🍳,10
💘,132
👩🏼‍💼,16
👩‍⚖️,8
🙍🏼‍♂️,6
🧦,134
🥌,14
🐍,199
🍀,88
🦞,22
🧡,59
🌋,68
🥐,51
🎒,75
🐌,67
👨‍👨‍👧‍👧,14
🧜🏼‍♀️,55
👷‍♂️,44
🐳,51
👁,79
🧥,55
🏃,37
🐏,20
⚖️,14
👨🏼‍🌾,12
🔈,13
👧🏾,8
🏃🏾‍♀️,4
🤸🏾‍♀️,2
👵🏿,5
🏴,77
󠁧,102
󠁢,75
󠁳,48
󠁣,43
󠁴,43
󠁿,75
👩🏼‍🦰,18
🦃,59
🖼,54
🥮,5
⏰,27
🦹‍♂️,3
🐨,45
👰,76
👱🏼‍♀️,42
♌️,30
🤱,123
👩🏼‍🎤,17
🥀,77
👱🏻,45
👨‍👧,101
🧜‍♀️,104
💪🏾,23
🧑🏻,33
🙏🏼,37
👋🏼,8
🌙,144
🧸,166
✌️,59
🇦🇺,12
🚔,62
🍙,35
🍚,30
🤞🏻,36
🔇,19
👎,51
🦢,3
🐀,56
🔓,12
♣️,12
❗,11
🃏,44
🤟,37
🛋,20
󠁥,27
󠁮,27
👍🏼,48
👷🏻‍♀️,3
🛐,14
9️⃣,7
👨‍🎨,32
🤦,19
🤽🏼‍♀️,3
🕊,21
🌼,44
💨,153
👫🏼,1
🌫,8
♻️,14
🧿,8
🚰,22
⛧,1
⌚,55
🖼️,9
🗿,100
🙅,6
🏌🏼‍♂️,25
🏃🏻‍♀️,47
🏃🏻,5
🚿,72
🍡,20
🚣‍♂️,15
🛀🏻,27
👩🏻‍⚕️,50
🔋,22
🧜,22
🧚,24
🙎🏽‍♂️,12
🏇🏻,21
🤟🏼,28
👨‍🚒,40
🕷,136
🏅,13
🙍‍♀️,25
📣,12
💇🏻‍♀️,22
🤾🏻‍♀️,2
🤙🏻,37
🛏,78
⛈,37
🌬,17
🧙‍♂️,41
🐖,62
🤙,42
👨🏻‍🎤,17
🤜🏻,2
👨🏼,52
📀,61
🌇,15
🎍,9
👱🏻‍♀️,82
🍨,54
💢,17
🧝🏼‍♀️,9
🧞‍♀️,48
🧓,23
🙅🏻‍♂️,7
👨‍🏭,20
🧗‍♀️,19
🤧,82
🧖🏻‍♀️,14
♂️,38
🤸🏻‍♀️,7
💆‍♀️,31
🇱🇷,22
🧕🏼,5
♎,21
🏃🏻‍♂️,54
⛹🏻‍♂️,10
🤭,59
🌊,119
👵🏼,99
🗺️,4
👨🏼‍💼,17
👒,41
⛱,28
✋🏻,7
👮🏻‍♀,1
🌴,96
🎆,32
🇧🇸,3
🦗,16
⚒,17
⚙️,23
🎞,54
🎛,10
🎚,15
🏟,34
📙,22
🥫,9
🧒🏼,22
🙇🏽‍♂️,1
🤜,13
🐃,14
🍮,24
👦🏼,117
🖥️,47
🇮🇱,13
🏁,63
🚮,13
🛁,86
🚣🏼‍♂️,4
🤰🏼,45
🇻🇳,9
😰,72
🏑,18
🥵,62
😥,61
🤳🏼,51
✌🏻,26
🎙️,6
⛳,35
🌶,89
📿,34
🛂,2
💂,7
👏🏻,24
🤦🏼‍♀️,53
🍋,34
👷🏼‍♂️,34
🙅‍♀️,9
🤞🏼,24
🛫,56
🌩,10
☄,7
♨️,9
👩‍👩‍👦,12
👨‍👨‍👧,11
💆,24
🧙‍♀️,31
📴,12
📵,37
‼️,21
🧔🏽,71
👨🏻‍🦰,31
👩🏻‍🌾,16
🇨🇮,7
😨,37
😣,37
👃🏻,22
🌛,13
🏊🏻‍♂️,17
🌀,16
Ⓜ️,5
💠,5
🌐,19
❎,5
💟,23
🏃🏽‍♂️,13
🕺🏾,4
🧘🏼‍♀️,23
⭐,35
🇮🇸,4
🇦🇪,1
🇦🇲,3
🇾🇪,1
🖍,47
✌🏼,21
🧞‍♂️,41
👨🏻‍🎨,14
👨🏼‍💻,80
🤰,106
🦶,19
🧝🏻‍♂️,16
🤳🏻,114
👏,42
🗝,28
🧼,42
🧴,14
👩‍💻,81
🔯,18
📦,17
💡,66
🧜🏻‍♂️,16
🥬,26
🍇,40
🚴🏼‍♀️,5
🧲,7
🦸,4
💆🏻‍♀️,16
🦍,54
🗑,39
📈,23
📉,11
🗒,7
📆,10
⛷️,9
👶🏼,113
🕉️,6
🔤,3
📶,9
🈁,1
👨‍👨‍👧‍👦,18
⚫,10
👨🏻‍🔧,30
☀,12
🕵️,5
👩🏾,33
🧕🏻,15
🥿,27
⚡,30
🔗,15
🤞,36
🐡,21
🏊,25
🤷‍♂️,40
👨🏻‍✈️,21
🤱🏼,53
🐓,82
💇🏽‍♀️,9
💅🏾,21
🤘🏽,5
✌🏾,5
⛵,10
🙋,25
🍈,15
🆒,19
🧖🏼‍♀️,34
📜,18
💇🏻,4
👊🏻,14
🏋,9
🚴🏻‍♀️,10
🇨🇱,5
⛸,42
🌥,3
💁🏼‍♂️,19
🎅🏿,22
👨🏾‍🦱,13
👩🏽‍🦱,19
👩🏽‍💼,8
🧖🏽‍♀️,4
🥟,39
🌄,18
➿,3
💭,18
👴🏼,45
🥅,24
👱🏼,20
🎿,20
🧛‍♂️,25
🌕,33
🧓🏻,40
🙇🏾‍♀️,1
🙇🏾‍♂️,1
👵🏾,15
🧨,21
📗,23
🖋,33
👩‍❤‍💋‍👩,1
♑,11
🦐,33
♒,15
👩‍🦰,12
🧞,5
⛵️,30
🙊,101
✍🏾,11
👐,5
👇,7
😦,21
🧹,13
💅🏿,6
🏢,39
🏪,5
👨‍🌾,26
👨🏾,16
1️⃣,15
🏊🏻‍♀️,14
🙇🏾,1
🚴‍♀️,13
🤶🏼,4
🤶,16
🤟🏻,21
💶,13
🧑🏼,29
👩‍🏭,2
👩🏾‍🦱,19
👶🏾,11
👏🏾,5
💴,27
☎,4
🧖🏼‍♂️,9
👐🏼,2
🏃🏽‍♀️,20
🙋‍♀️,17
🎽,20
🦵,18
🧘‍♀️,44
🐂,26
🏋🏻‍♂️,81
⛑,27
🧛‍♀️,32
👩🏾‍🦰,3
🏓,21
📊,11
🚴,33
🆚,1
🏴‍☠️,9
🦙,28
🙎‍♀️,15
❣️,31
👩‍👩‍👧‍👦,19
👨‍👨‍👦‍👦,7
💇🏻‍♂️,3
👧🏼,134
🇦🇷,3
🇫🇷,13
🇪🇸,3
🇬🇷,7
🇲🇽,67
🏋🏼‍♂️,22
💽,24
🏋🏽‍♂️,11
👷🏻,2
🚣🏻,5
🚴🏻,8
🧙,13
🧖,6
👷‍♀️,5
🏜,15
🌓,4
🧝🏻‍♀️,21
🛡,23
🥧,51
🧜🏽‍♀️,12
🇵🇷,23
🤹🏻‍♀️,3
👋,49
☃,7
♾,15
🏊🏻,4
🍏,50
🥦,45
💇🏽,1
👸🏿,4
🍽️,13
👨🏼‍⚕️,17
🕵🏿‍♂️,3
👨🏼‍🏭,7
🏌️‍♀️,11
🏌🏿,1
⛳️,89
👃,19
🙍🏼‍♀️,6
⛽,12
🧓🏼,24
🕺🏻,32
👲🏻,5
📼,24
☎️,32
📠,5
📟,7
⚕,2
🧂,11
🦡,14
⛾,5
👩🏿‍🎓,4
🌽,54
👆,7
🚳,4
🧙🏻‍♀️,38
♉️,30
🚢,26
😲,54
💅🏽,69
👳🏻,6
🦶🏻,19
🧱,15
📪,2
📫,9
📬,19
📭,3
📮,1
🧗‍♂️,23
👮🏻‍♀️,8
👨🏼‍🦳,18
💃🏾,26
🏔️,10
⚡️,41
👨🏼‍🏫,25
⚒️,9
🗜️,1
🧝🏾‍♀️,1
🏄‍♂️,13
🚶‍♀️,7
🤴🏼,5
🤙🏾,4
💁🏽‍♀️,28
🤲🏾,1
👳‍♂️,7
🏄🏽‍♂️,4
👱🏽‍♂️,23
🙇‍♀️,6
🤰🏻,67
👯,43
👨🏼‍🔧,19
🚝,17
🏃🏼‍♂️,20
👼🏽,3
🐤,32
🦛,7
🗨️,1
♐,21
👨‍🔬,28
🙎🏿‍♂️,6
👨🏽‍🔧,6
👨🏼‍🎓,15
🙋🏻,1
👨🏿‍🔧,1
🥠,9
👸🏽,29
👧🏽,35
🥙,23
🧝🏽‍♀️,3
🧙🏾‍♀️,1
🚂,59
☢,12
🇮🇩,1
🕳,20
⚱️,13
🗓️,2
💆🏼‍♂️,6
✔️,9
🧮,18
🎦,16
♥,7
🧚🏼‍♂️,11
🍢,11
🙍,7
🅱,10
🛰,14
👂,14
🧬,40
👱🏽‍♀️,5
🤳🏽,17
🚫,49
🛑,8
🙋🏽‍♀️,6
🍂,19
👳🏽‍♂️,2
🇮🇶,5
♊️,18
✖️,3
✒️,11
📃,3
🌍,58
🏗,11
👩🏼‍⚖️,4
💆🏼‍♀️,29
👝,14
⛸️,7
🥣,11
🏄🏻‍♂️,7
📰,18
⏱,5
🏞️,11
🖌️,27
👩🏼‍🦳,10
👩🏽‍🍳,13
👰🏽,6
👃🏿,8
🧫,11
🧪,33
🔴,15
👩‍🚒,9
🏸,20
🕷️,9
🕸️,4
🧛,4
👩🏻‍💼,13
🏂🏾,2
🦶🏼,4
🙎🏻‍♀️,17
💆🏿‍♂️,2
🤹🏻‍♂️,17
🧖🏻‍♂️,5
🙎,9
🖊️,3
⛎,2
👴🏾,8
👮,29
🥉,21
🦸‍♀️,8
👩‍🦱,7
👩🏾‍💻,6
🏋🏼‍♀️,32
🦹🏻‍♂️,4
🚴‍♀,3
👍🏿,6
⁉️,7
🌔,15
🌡,13
🚞,7
🚶‍♂️,17
👴🏿,3
🛀🏽,6
🔕,10
7️⃣,4
🍐,23
🇮🇹,34
🚧,7
🚨,26
🖖🏻,10
👨🏾‍🔧,3
🏋🏾‍♂️,5
👶🏽,43
🙅🏽,1
♋️,27
🤞🏾,10
🔟,6
👩‍❤️‍💋‍👨,15
🔦,46
🏗️,5
🤝,24
🔢,5
👨🏾‍💻,10
🗾,25
👳🏿‍♂️,2
👩🏽‍🌾,3
🥭,11
🚶🏻‍♂️,17
⚘,4
🙎🏼‍♀️,6
🌘,12
🏊‍♂️,29
🏳️,7
♏️,16
🍠,35
🎖️,14
🕯️,8
🧙🏻‍♂️,32
⬆️,8
🚭,33
🛄,1
🛃,3
👨🏽‍💼,4
🇪🇷,1
🚣🏾,2
♊,26
🇯🇲,4
👩‍👩‍👧‍👧,9
🧗🏻‍♀,2
🔐,52
🧗🏼‍♂️,12
🕺🏼,22
🆔,7
🕵🏻‍♂️,13
🛩️,4
🌰,17
👱🏾‍♀️,6
👨🏾‍🦲,3
👼🏿,6
👳,15
👩🏼‍🔧,2
📢,6
🧙🏽‍♂️,1
🇵🇭,5
👩‍💼,25
🤛,10
🤚,4
🇵🇹,3
☝🏻,3
🏵️,2
󠁷,5
󠁬,5
🤞🏽,18
🚵🏼,3
🙇🏼‍♂️,5
⌛️,11
🦵🏻,15
🙍🏻‍♀️,6
🙅🏻‍♀️,7
🤷🏽‍♂️,10
📏,3
🧺,10
‼,1
✉️,13
🇬🇩,1
🇬🇪,5
🇬🇫,1
🇬🇬,1
🤱🏾,7
🛶,54
🤙🏼,23
🇨🇺,8
👮🏼‍♀️,3
🏃🏽,3
🥖,35
🏌,4
⛏,26
🙋🏻‍♀️,11
🛍️,12
🙌🏻,29
☹,9
👃🏼,4
#️⃣,1
〰️,7
🇬🇹,4
👩🏼‍🚒,7
💇🏼‍♂️,1
👫🏾,2
🙅‍♀,1
👩‍✈️,3
🛎,6
💬,17
🧚🏻‍♂️,21
☔,11
🏄‍♀️,10
💂🏻‍♀️,6
🇦🇫,4
🇦🇽,2
🇦🇬,3
🇩🇿,1
👳🏾‍♂️,18
🔏,4
👍🏾,5
🙋🏼‍♂️,11
🇧🇷,16
🇩🇴,11
🇪🇨,3
🤚🏻,1
🛣️,1
⭕,2
👨🏻‍🔬,19
👳🏽,1
💁‍♂️,18
♿️,30
🕉,17
⚗️,8
☢️,11
💂🏼‍♂️,1
👯‍♂️,16
🤸🏾‍♂️,3
6⃣,1
0⃣,2
➡,2
👨🏿‍🌾,8
🦹🏿‍♂️,1
🧜🏼‍♂️,5
🙇,5
✊🏿,12
1⃣,1
2⃣,2
3⃣,1
4⃣,2
👳‍♀️,12
🧑🏾,7
🏟️,7
🧛🏻‍♀️,15
🙇🏻‍♂️,5
🤺,37
🤾‍♀️,2
👩🏻‍🚀,4
🥯,24
⛹🏼‍♀️,4
✅,24
👨🏽‍💻,32
🕴🏼,2
🇨🇭,1
♒️,16
🏘️,4
➖,3
🤙🏽,6
🔘,3
⚗,2
🗳,9
⬇️,3
📌,5
✊🏻,11
🧾,2
🚴🏼,1
🔍,7
👳🏽‍♀️,2
🤟🏾,3
♿,37
🦟,5
⛲,5
👩🏻‍🎓,22
🛥,12
✝,7
⚰,19
🙎‍♂️,34
🕵,6
🧕,19
🖕🏾,7
👴🏽,6
👩🏼‍🏭,1
📅,11
⛽️,23
🐗,28
🕌,16
⏳,8
👨‍🏫,41
🦹🏼‍♂️,4
🍧,22
♻,2
🕇,2
⛓️,10
👩🏼‍🦱,14
👩🏻‍✈️,6
🚟,2
👁‍🗨,4
🚴🏼‍♂️,14
🚩,4
🚴🏾‍♀️,1
🧔🏿,9
⚱,3
🚊,3
👩‍🦳,12
💁🏼,8
👃🏾,1
👂🏼,4
🙀,43
✋🏼,2
🔷,5
🔶,2
👨🏿‍✈️,1
🇳🇿,3
🎐,5
🎅🏾,3
👨🏽‍🦱,10
👨🏻‍🦲,11
🤹‍♂️,7
🚐,15
👱🏾,3
🧗,5
🇦🇸,3
🚥,5
🕶️,9
🧝🏼‍♂️,3
♀,6
🦸🏻‍♀️,9
🤛🏻,2
📍,10
🛅,2
🗞️,1
🚇,2
🏯,12
🇳🇱,8
👮‍♀️,20
💆🏻,2
™️,17
🥈,5
➕,5
😧,13
🌉,15
🛵,28
🎟️,8
🏊🏼‍♀️,11
✊🏾,14
8⃣,1
🤸🏼,1
🚶🏻‍♀️,2
🤲🏻,2
🙆,7
🦘,2
🇱🇾,1
☏,2
🎗,14
🏛,7
✌🏽,8
